layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,5.77338,3.32007,2.45331,2.0383,7.1566,0.0000,0.5730,0.05813,0.3727
1,12,9.03660,4.76386,4.27274,1.5824,6.9204,0.0000,0.6366,0.05499,0.4714
2,12,7.97566,5.26960,2.70607,1.9989,6.7225,0.0000,0.6699,0.03923,0.0000
3,12,8.99087,5.83874,3.15213,1.9688,6.5839,0.0000,0.6968,0.03515,0.2764
4,12,6.99546,4.66162,2.33384,2.0489,6.7364,0.0000,0.6649,0.04209,0.0000
5,12,8.36940,5.80729,2.56211,2.3779,6.4709,0.0000,0.7140,0.03101,0.0000
