i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.6159,0.5884,0.7273,4.0669
0,2,sound,sound,Y,0.7791,0.7659,1.7651,15.2057
0,3,sound,tree,N,0.5432,0.5088,0.6978,13.4554
1,2,tree,sound,N,0.7071,0.6855,1.0378,11.1388
1,3,tree,tree,Y,0.8513,0.8415,0.0295,9.3885
2,3,sound,tree,N,0.6266,0.6065,1.0673,1.7503
