layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.26362,3.00277,3.26085,1.2905,7.1862,0.0000,0.5654,0.05663,0.5000
1,12,7.52133,3.50023,4.02110,1.1701,6.9968,0.0000,0.6225,0.04837,0.4714
2,12,7.17451,3.69885,3.47565,1.1666,6.8422,0.0000,0.6513,0.03633,0.4330
3,12,8.97998,4.59749,4.38249,1.1239,6.6060,0.0000,0.6970,0.02939,0.4714
4,12,7.98734,4.23850,3.74883,1.1909,6.5252,0.0000,0.7088,0.02786,0.3727
5,12,10.65221,6.74312,3.90909,1.9195,6.6604,0.0000,0.6964,0.03520,0.0000
