sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
enclosure,2,239.2239,15.1826,209.1417,9.5474,0.4312,0.0743
writing,2,244.6534,18.3500,210.7622,9.5690,0.4210,0.0832
