i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,writing,enclosure,N,0.3642,0.3703,4.9439,94.9190
0,2,writing,writing,Y,0.6137,0.6227,16.0281,128.1918
0,3,writing,enclosure,N,0.2752,0.2807,4.7494,30.0318
1,2,enclosure,writing,N,0.4312,0.4039,11.0842,33.2728
1,3,enclosure,enclosure,Y,0.7483,0.7429,0.1945,64.8872
2,3,writing,enclosure,N,0.4041,0.3761,11.2787,98.1600
