layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.36370,2.80729,1.55641,2.5205,7.2013,0.0000,0.5583,0.05737,0.0000
1,12,7.60127,4.89229,2.70898,1.9976,6.7463,0.0000,0.6641,0.04065,0.0000
2,12,9.11918,4.91005,4.20913,1.5094,6.8726,0.0000,0.6430,0.05389,0.3727
3,12,6.19696,3.68035,2.51661,1.7991,7.0726,0.0000,0.5979,0.05730,0.3727
4,12,7.66610,4.87572,2.79038,1.8354,6.8489,0.0000,0.6457,0.04590,0.0000
5,12,8.85229,5.53261,3.31968,1.8010,6.7850,0.0000,0.6611,0.04669,0.2764
6,12,9.15763,5.75855,3.39908,1.7708,6.7636,0.0000,0.6668,0.04543,0.2764
7,12,8.85247,5.76766,3.08480,1.9534,6.6696,0.0000,0.6817,0.03900,0.0000
8,12,7.75822,5.21415,2.54406,2.2494,6.7143,0.0000,0.6728,0.03697,0.0000
9,12,6.16959,4.04168,2.12791,1.9438,6.9589,0.0000,0.6212,0.05582,0.0000
10,12,9.68696,6.37150,3.31546,2.0349,6.5402,0.0000,0.7049,0.03622,0.0000
11,12,10.88137,7.31374,3.56763,2.0504,6.2480,0.0000,0.7544,0.02203,0.0000
