sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
factory,3,62429.6737,8383.6366,54046.0371,6.9993,0.8492,0.1550
organism,2,62652.1554,8387.8306,54264.3248,6.9586,0.8525,0.1547
