i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.4706,0.4710,0.3876,19.0144
0,2,sound,sound,Y,0.6678,0.6653,0.8838,16.0235
0,3,sound,tree,N,0.3896,0.3865,1.0119,0.5883
1,2,tree,sound,N,0.5783,0.5712,1.2714,35.0378
1,3,tree,tree,Y,0.7473,0.7459,1.3995,19.6026
2,3,sound,tree,N,0.4371,0.4352,0.1281,15.4352
