sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
bird,2,51206.5591,4270.9627,43600.3170,7.0261,0.8474,0.0982
machine,2,61054.6025,5096.3844,52033.3156,6.9365,0.8571,0.0979
