layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,3.98744,2.31906,1.66838,1.8978,7.2268,0.0000,0.5535,0.05977,0.3727
1,12,5.77304,3.46743,2.30561,1.8504,6.9886,0.0000,0.6091,0.05210,0.3727
2,12,7.76010,3.97167,3.78843,1.4765,6.9574,0.0000,0.6250,0.05179,0.3727
3,12,5.17841,2.88346,2.29495,1.4042,7.1347,0.0000,0.5823,0.06002,0.3727
4,12,6.52505,2.64159,3.88346,0.7444,6.9481,0.0000,0.6277,0.05229,0.2764
5,12,8.54609,3.24962,5.29646,0.6412,6.6201,0.0000,0.6952,0.03840,0.0000
6,12,7.71131,3.06211,4.64919,0.6754,6.7622,0.0000,0.6725,0.04163,0.2764
7,12,8.50104,3.50630,4.99474,0.7841,6.6048,0.0000,0.6954,0.03476,0.3727
8,12,7.31573,2.97175,4.34398,0.7933,6.7740,0.0000,0.6637,0.04213,0.4330
9,12,6.53299,2.78212,3.75087,0.9506,6.8870,0.0000,0.6386,0.05041,0.4714
10,12,11.88974,6.56330,5.32644,1.3199,6.7873,0.0000,0.6687,0.04838,0.2764
11,12,13.68607,7.66389,6.02218,1.2774,6.6515,0.0000,0.6960,0.04205,0.2764
