layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.07798,2.50921,1.56877,2.0321,7.1776,0.0000,0.5655,0.05331,0.2764
1,12,5.16652,3.16691,1.99961,1.9223,7.0780,0.0000,0.5887,0.05217,0.2764
2,12,6.85173,3.40397,3.44777,1.4610,7.0866,0.0000,0.5890,0.05874,0.3727
3,12,5.24394,2.76778,2.47615,1.2903,7.1267,0.0000,0.5865,0.05583,0.4330
4,12,7.42585,3.00979,4.41606,0.7157,6.7260,0.0000,0.6776,0.03792,0.2764
5,12,8.08908,3.28271,4.80637,0.7489,6.6363,0.0000,0.6994,0.03003,0.2764
6,12,8.37424,3.23251,5.14173,0.6526,6.6831,0.0000,0.6928,0.03213,0.0000
7,12,8.55676,3.65420,4.90256,0.8078,6.5714,0.0000,0.7089,0.02729,0.3727
8,12,7.77419,3.29883,4.47537,0.8618,6.6017,0.0000,0.7039,0.02834,0.4330
9,12,7.51767,3.24718,4.27049,0.8524,6.5349,0.0000,0.7101,0.02827,0.4714
10,12,11.39868,7.09846,4.30022,1.8695,6.6847,0.0000,0.6873,0.03695,0.0000
11,12,11.52216,8.42632,3.09584,2.8863,6.3473,0.0000,0.7498,0.01953,0.0000
