sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
bird,2,51206.5591,6846.8961,44359.6629,7.0367,0.8480,0.1546
machine,2,61054.6025,8160.5130,52894.0895,6.9523,0.8560,0.1543
