i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.9977,0.9974,9.4192,248.6834
0,2,stone,stone,Y,0.9988,0.9987,154.0991,3083.9895
0,3,stone,genre,N,0.9966,0.9963,279.8619,5930.9040
1,2,genre,stone,N,0.9977,0.9973,144.6799,3332.6729
1,3,genre,genre,Y,0.9968,0.9966,289.2811,5682.2206
2,3,stone,genre,N,0.9977,0.9971,433.9610,9014.8935
