layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.75621,3.50979,3.24642,1.4326,7.2068,0.0000,0.5575,0.07545,0.4330
1,12,7.28558,3.88744,3.39814,1.9026,7.0811,0.0000,0.5933,0.06081,0.4330
2,12,7.22405,4.66709,2.55696,1.9330,6.7785,0.0000,0.6617,0.03877,0.0000
3,12,8.73784,5.46016,3.27768,1.7890,6.6392,0.0000,0.6881,0.03620,0.2764
4,12,7.34018,4.84053,2.49965,2.0355,6.6252,0.0000,0.6845,0.03640,0.0000
5,12,9.32585,6.22021,3.10564,2.2759,6.6036,0.0000,0.7061,0.02659,0.0000
