sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
enclosure,2,57975.8474,2842.6131,51753.4266,7.1203,0.8552,0.0549
writing,2,66587.0029,3269.5960,59446.1991,7.2565,0.8444,0.0550
