anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
mouse,coif2,4,2,0.9967,0.9974,-0.0007,0.9967,0.9973,-0.0006,1607.0159,2355.4289,10872.0479,14828.7155
